Type of election,Year,State,Constituency no,Constituency name,Constituency type,Position,Candidate name,Party/Alliance,Vote percent
Vidhan Sabha,2015,Bihar,138,Bibhutipur,GEN,3,RAMESH KUMAR ROY,NDA,22.16
Vidhan Sabha,2015,Bihar,139,Rosera,SC,2,MANJU HAZARI,NDA,31.46
Vidhan Sabha,2015,Bihar,140,Hasanpur,GEN,2,VINOD CHOUDHARY,NDA,22.83
Vidhan Sabha,2015,Bihar,141,Cheria Bariarpur,GEN,2,ANIL KUMAR CHAUDHARY,NDA,28.91
Vidhan Sabha,2015,Bihar,142,Bachhwara,GEN,2,ARVIND KUMAR SINGH,NDA,22.95
Vidhan Sabha,2015,Bihar,143,Teghra,GEN,2,RAM LAKHAN SINGH,NDA,33.39
Vidhan Sabha,2015,Bihar,144,Matihani,GEN,2,SARVESH KUMAR,NDA,36.53
Vidhan Sabha,2015,Bihar,145,Sahebpur Kamal,GEN,2,M.D. ASLAM,NDA,23.92
Vidhan Sabha,2015,Bihar,146,Begusarai,GEN,2,SURENDRA MEHTA,NDA,39.47
Vidhan Sabha,2015,Bihar,147,Bakhri,SC,2,RAMANAND RAM,NDA,21.96
Vidhan Sabha,2015,Bihar,148,Alauli,SC,2,PASHUPATI KUMAR PARAS,NDA,33.67
Vidhan Sabha,2015,Bihar,149,Khagaria,GEN,2,RAJESH KUMAR URF ROHIT KUMAR,NDA,28.1
Vidhan Sabha,2015,Bihar,150,Beldaur,GEN,2,MITHILESH KUMAR NISHAD,NDA,29.72
Vidhan Sabha,2015,Bihar,151,Parbatta,GEN,2,RAMANUJ CHOUDHARY,NDA,27.97
Vidhan Sabha,2015,Bihar,152,Bihpur,GEN,2,KUMAR SHAILENDRA,NDA,39.46
Vidhan Sabha,2015,Bihar,153,Gopalpur,GEN,2,ANIL KUMAR YADAV,NDA,37.63
Vidhan Sabha,2015,Bihar,154,Pirpainti,SC,2,LALAN KUMAR,NDA,42.29
Vidhan Sabha,2015,Bihar,155,Kahalgaon,GEN,2,NIRAJ KUMAR MANDAL,NDA,24.7
Vidhan Sabha,2015,Bihar,156,Bhagalpur,GEN,2,ARJIT SHASHWAT CHOUBEY,NDA,39.25
Vidhan Sabha,2015,Bihar,157,Sultanganj,GEN,2,HIMANSHU PRASAD,NDA,31.87
Vidhan Sabha,2015,Bihar,158,Nathnagar,GEN,2,AMAR NATH PRASAD ALIES AMAR SINGH KUSHWAHA,NDA,34.55
Vidhan Sabha,2015,Bihar,159,Amarpur,GEN,2,MRINAL SHEKHAR,NDA,40.24
Vidhan Sabha,2015,Bihar,160,Dhauraiya,SC,2,BHUDEO CHOUDHARY,NDA,28.83
Vidhan Sabha,2015,Bihar,161,Banka,GEN,1,RAM NARAYAN MANDAL,NDA,38.36
Vidhan Sabha,2015,Bihar,162,Katoria,ST,2,NIKKI HEMBRAM,NDA,33.55
Vidhan Sabha,2015,Bihar,163,Belhar,GEN,2,MANOJ YADAV,NDA,34.32
Vidhan Sabha,2015,Bihar,164,Tarapur,GEN,2,SAKUNI CHOUDHARY,NDA,35.77
Vidhan Sabha,2015,Bihar,165,Munger,GEN,2,PRANAV KUMAR,NDA,43.05
Vidhan Sabha,2015,Bihar,166,Jamalpur,GEN,2,HIMANSHU KUNVAR,NDA,35.17
Vidhan Sabha,2015,Bihar,167,Suryagarha,GEN,2,PREM RANJAN PATEL,NDA,31.92
Vidhan Sabha,2015,Bihar,168,Lakhisarai,GEN,1,VIJAY KUMAR SINHA,NDA,40.79
Vidhan Sabha,2015,Bihar,169,Sheikhpura,GEN,2,NARESH SAW,NDA,22.55
Vidhan Sabha,2015,Bihar,170,Barbigha,GEN,2,SHEO KUMAR,NDA,27.55
Vidhan Sabha,2015,Bihar,171,Asthawan,GEN,2,CHHOTE LAL YADAV,NDA,36.44
Vidhan Sabha,2015,Bihar,172,Biharsharif,GEN,1,DR.SUNIL KUMAR,NDA,42.73
Vidhan Sabha,2015,Bihar,173,Rajgir,SC,2,SATYDEO NARAIN ARYA,NDA,38.12
Vidhan Sabha,2015,Bihar,174,Islampur,GEN,2,BIRENDRA GOPE,NDA,30.65
Vidhan Sabha,2015,Bihar,175,Hilsa,GEN,2,DEEPIKA KUMARI,NDA,30.95
Vidhan Sabha,2015,Bihar,176,Nalanda,GEN,2,KAUSHLENDRA KUMAR,NDA,42.93
Vidhan Sabha,2015,Bihar,177,Harnaut,GEN,2,ARUN KUMAR,NDA,36.78
Vidhan Sabha,2015,Bihar,178,Mokama,GEN,4,KANHAIYA KUMAR SINGH,NDA,10.7
Vidhan Sabha,2015,Bihar,179,Barh,GEN,1,GYANENDRA KUMAR SINGH,NDA,44.44
Vidhan Sabha,2015,Bihar,180,Bakhtiarpur,GEN,1,RANVIJAY SINGH,NDA,40.11
Vidhan Sabha,2015,Bihar,181,Digha,GEN,1,SANJIV CHAURASIA,NDA,50.74
Vidhan Sabha,2015,Bihar,182,Bankipur,GEN,1,NITIN NAVEEN,NDA,60.19
Vidhan Sabha,2015,Bihar,183,Kumhrar,GEN,1,ARUN KUMAR SINHA,NDA,56.25
Vidhan Sabha,2015,Bihar,184,Patna Sahib,GEN,1,NAND KISHORE YADAV,NDA,46.89
Vidhan Sabha,2015,Bihar,185,Fatuha,GEN,2,SATYENDRA KUMAR SINGH,NDA,30.62
Vidhan Sabha,2015,Bihar,186,Danapur,GEN,1,ASHA DEVI,NDA,43.23
Vidhan Sabha,2015,Bihar,187,Maner,GEN,2,SHRIKANT NIRALA,NDA,37.33
Vidhan Sabha,2015,Bihar,188,Phulwari,SC,2,RAJESHWAR MANJHI,NDA,25.59
Vidhan Sabha,2015,Bihar,189,Masaurhi,SC,2,NUTAN PASWAN,NDA,27.17
Vidhan Sabha,2015,Bihar,190,Paliganj,GEN,2,RAM JANM SHARMA,NDA,28.36
Vidhan Sabha,2015,Bihar,191,Bikram,GEN,2,ANIL KUMAR,NDA,28.8
Vidhan Sabha,2015,Bihar,192,Sandesh,GEN,2,SANJAY SINGH (TIGER),NDA,32.75
Vidhan Sabha,2015,Bihar,193,Barhara,GEN,2,AASHA DEVI,NDA,35.26
Vidhan Sabha,2015,Bihar,194,Arrah,GEN,2,AMRENDRA PRATAP SINGH,NDA,44.51
Vidhan Sabha,2015,Bihar,195,Agiaon,SC,2,SHIVESH KUMAR,NDA,28.77
Vidhan Sabha,2015,Bihar,196,Tarari,GEN,2,GITA PANDEY,NDA,28.61
Vidhan Sabha,2015,Bihar,197,Jagdishpur,GEN,2,RAKESH RAUSHAN,NDA,26.79
Vidhan Sabha,2015,Bihar,198,Shahpur,GEN,2,VISHESHWAR OJHA,NDA,37.72
Vidhan Sabha,2015,Bihar,199,Brahampur,GEN,2,VIVEK THAKUR,NDA,34.99
Vidhan Sabha,2015,Bihar,200,Buxar,GEN,2,PRADEEP DUBEY,NDA,35.09
Vidhan Sabha,2015,Bihar,201,Dumraon,GEN,2,RAM BIHARI SINGH,NDA,29.98
Vidhan Sabha,2015,Bihar,202,Rajpur,SC,2,BISHAWNATH RAM,NDA,29.28
Vidhan Sabha,2015,Bihar,203,Ramgarh,GEN,1,ASHOK KUMAR SINGH,NDA,37.2
Vidhan Sabha,2015,Bihar,204,Mohania,SC,1,NIRANJAN RAM,NDA,43.32
Vidhan Sabha,2015,Bihar,205,Bhabua,GEN,1,ANAND BHUSHAN PANDEY,NDA,34.59
Vidhan Sabha,2015,Bihar,206,Chainpur,GEN,1,BRIJ KISHOR BIND,NDA,33.16
Vidhan Sabha,2015,Bihar,207,Chenari,SC,1,LALAN PASWAN,NDA,45.11
Vidhan Sabha,2015,Bihar,208,Sasaram,GEN,2,JAWAHAR PRASAD,NDA,36.29
Vidhan Sabha,2015,Bihar,209,Kargahar,GEN,2,BIRENDRA  KUMAR SINGH,NDA,24.82
Vidhan Sabha,2015,Bihar,210,Dinara,GEN,2,RAJENDRA PRASAD SINGH,NDA,41.19
Vidhan Sabha,2015,Bihar,211,Nokha,GEN,2,RAMESHWAR PRASAD,NDA,35.31
Vidhan Sabha,2015,Bihar,212,Dehri,GEN,2,JITENDRA KUMAR @ RINKU SONI,NDA,31.24
Vidhan Sabha,2015,Bihar,213,Karakat,GEN,2,RAJESHWAR RAJ,NDA,31.08
Vidhan Sabha,2015,Bihar,214,Arwal,GEN,2,CHITRANJAN KUMAR,NDA,28.9
Vidhan Sabha,2015,Bihar,215,Kurtha,GEN,2,ASHOK KUMAR VERMA,NDA,25.57
Vidhan Sabha,2015,Bihar,216,Jahanabad,GEN,2,PRAVEEN KUMAR,NDA,30.69
Vidhan Sabha,2015,Bihar,217,Ghosi,GEN,2,RAHUL KUMAR,NDA,32.28
Vidhan Sabha,2015,Bihar,218,Makhadumapur,SC,2,JITAN RAM MANJHI,NDA,30.6
Vidhan Sabha,2015,Bihar,219,Goh,GEN,1,MANOJ KUMAR,NDA,35.05
Vidhan Sabha,2015,Bihar,220,Obra,GEN,2,CHANDRA BHUSHAN VERMA,NDA,27.77
Vidhan Sabha,2015,Bihar,221,Nabinagar,GEN,2,GOPAL NARAYAN SINGH,NDA,27.18
Vidhan Sabha,2015,Bihar,222,Kutumba,SC,2,SANTOSH KUMAR SUMAN,NDA,34.33
Vidhan Sabha,2015,Bihar,223,Aurangabad,GEN,2,RAMADHAR SINGH,NDA,29.64
Vidhan Sabha,2015,Bihar,224,Rafiganj,GEN,2,PRAMOD KUMAR SINGH,NDA,33.49
Vidhan Sabha,2015,Bihar,225,Gurua,GEN,1,RAJIV NANDAN,NDA,39.34
Vidhan Sabha,2015,Bihar,226,Sherghati,GEN,2,MUKESH KUMAR YADAV,NDA,26.84
Vidhan Sabha,2015,Bihar,227,Imamganj,SC,1,JITAN RAM MANJHI,NDA,52.86
Vidhan Sabha,2015,Bihar,228,Barachatti,SC,2,SUDHA DEVI,NDA,33.17
Vidhan Sabha,2015,Bihar,229,Bodh Gaya,SC,2,SHYAMDEO PASWAN,NDA,31.55
Vidhan Sabha,2015,Bihar,230,Gaya Town,GEN,1,PREM KUMAR,NDA,51.82
Vidhan Sabha,2015,Bihar,231,Tikari,GEN,2,ANIL KUMAR,NDA,32.68
Vidhan Sabha,2015,Bihar,232,Belaganj,GEN,2,SHARIM ALI,NDA,28.3
Vidhan Sabha,2015,Bihar,233,Atri,GEN,2,ARVIND KUMAR SINGH,NDA,30.09
Vidhan Sabha,2015,Bihar,234,Wazirganj,GEN,2,BIRENDRA SINGH,NDA,39.82
Vidhan Sabha,2015,Bihar,235,Rajauli,SC,2,ARJUN RAM,NDA,42.81
Vidhan Sabha,2015,Bihar,236,Hisua,GEN,1,ANIL SINGH,NDA,44.78
Vidhan Sabha,2015,Bihar,237,Nawada,GEN,2,INDRADEO PRASAD,NDA,40.62
Vidhan Sabha,2015,Bihar,238,Gobindpur,GEN,2,FULA DEVI,NDA,27.45
Vidhan Sabha,2015,Bihar,239,Warsaliganj,GEN,1,ARUNA DEVI,NDA,51.19
Vidhan Sabha,2015,Bihar,240,Sikandra,SC,2,SUBHASH CHANDRA BOSH,NDA,36.89
Vidhan Sabha,2015,Bihar,241,Jamui,GEN,2,AJOY PRATAP,NDA,37.01
Vidhan Sabha,2015,Bihar,242,Jhajha,GEN,1,RABINDRA YADAV,NDA,40.04
Vidhan Sabha,2015,Bihar,243,Chakai,GEN,3,VIJAY KUMAR SINGH,NDA,18.98
