"","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent"
"37129",25,"BARAULI","GEN",205972,90053,5158,11,1,"M","BJP",26077,"RAMPRAVESH RAI","H",0.437209912026877,0.057277381097798
"37140",26,"BAIKUNTHPUR","GEN",224109,100051,10376,11,1,"M","RJD",36095,"DEO DUTT PRASAD","H",0.446439009589084,0.103707109374219
"37151",27,"BASANTPUR","GEN",194682,94642,16100,11,1,"M","RJD",44462,"MANIK CHAND RAI","H",0.486136365971173,0.170114748209040
"37162",28,"GORIYAKOTHI","GEN",175256,85058,1229,15,1,"M","BJP",30637,"BHUMENDRA NARAIAN SINGH","H",0.485335737435523,0.0144489642361683
"37177",29,"SIWAN","GEN",194010,86960,12912,8,1,"M","RJD",39666,"AWADH BIHARI CHAUDHARY","H",0.448224318334106,0.148482060717571
"37185",30,"MAIRWA","SC",170371,78344,10771,11,1,"M","CPI(ML)(L)",26655,"SATYA DEV RAM","H",0.459843517969607,0.137483406514858
"37196",31,"DARAULI","GEN",183726,83706,1573,13,1,"M","CPI(ML)(L)",25197,"AMAR NATH YADAV","H",0.455602364390451,0.0187919623443959
"37209",32,"ZIRADEI","GEN",166016,72729,3066,8,1,"M","RJD",31757,"AZAZUL HAQUE","M",0.438084281033153,0.0421564987831539
"37217",33,"MAHARAJGANJ","GEN",170409,81699,8658,16,1,"M","JD(U)",39293,"DAMODAR SINGH","H",0.479428903402989,0.105974369331326
"37233",34,"RAGHUNATHPUR","GEN",196144,88685,10604,11,1,"F","IND",28138,"JAGMATO DEVI","H",0.452142303613672,0.119569261994700
"37244",35,"MANJHI","GEN",199395,88666,5157,18,1,"M","JD(U)",26349,"GAUTAM SINGH","H",0.444675142305474,0.0581620914442966
"37262",36,"BANIAPUR","GEN",189655,85093,8106,14,1,"M","LJP",32724,"MANORANJAN SINGH","H",0.448672589702354,0.0952604797104345
"37276",37,"MASRAKH","GEN",189194,80661,7169,20,1,"M","IND",28250,"TARKESHWAR SINGH","H",0.42634015877882,0.0888781443324531
"37296",38,"TARAIYA","GEN",191011,80053,498,15,1,"M","LJP",22241,"JANAK SINGH","H",0.419101517713640,0.00622087866788253
"37311",39,"MARHAURA","GEN",186225,79865,10967,20,1,"M","IND",29424,"LAL BABU RAY","H",0.428862934622097,0.137319226194203
"37331",40,"JALALPUR","GEN",220154,91149,644,17,1,"M","BJP",28192,"JANARDAN SINGH 'SIGRIWAL'","H",0.414023819689853,0.00706535452939692
"37348",41,"CHAPRA","GEN",236425,91562,2249,19,1,"M","JD(U)",33776,"RAM PARVASH RAI","H",0.387277149201650,0.0245625914680763
"37367",42,"GARKHA","SC",195378,79584,5184,14,1,"M","IND",28787,"RAGHUNANDAN MANJHI","H",0.407333476645272,0.0651387213510253
"37381",43,"PARSA","GEN",212710,83880,3072,5,1,"M","RJD",36597,"CHANDRIKA RAY","H",0.394339711344084,0.0366237482117310
"37386",44,"SONEPUR","GEN",204872,93030,10551,8,1,"M","RJD",47680,"RAMANUJ PRASAD","H",0.454088406419618,0.113415027410513
"37394",45,"HAJIPUR","GEN",234418,118745,28936,20,1,"M","BJP",53910,"NITYANAND ROY","H",0.506552397853407,0.243681839235336
"37414",46,"RAGHOPUR_1","GEN",219347,97198,25261,13,1,"F","RJD",48680,"RABRI DEVI","H",0.443124364591264,0.259892178851417
"37427",47,"MAHNAR","GEN",201578,96605,10191,16,1,"M","LJP",42597,"RAMA KISHOR SINGH","H",0.479243766680888,0.105491434190777
"37443",48,"JANDAHA","GEN",214556,103479,15349,12,1,"M","LJP",39993,"ACHIDANAND SINGH ALIN DR. ACHYUTANAND","H",0.482293666921456,0.148329612771673
"37455",49,"PATEPUR","SC",197539,92148,1538,11,1,"M","LJP",35217,"MAHENDRA BAITHA","H",0.466480036853482,0.0166905413031211
"37466",50,"MAHUA","SC",188859,90715,6358,8,1,"M","RJD",34738,"SHIV CHAND RAM","H",0.480331887810483,0.0700876371052196
"37474",51,"LALGANJ","GEN",199634,98980,17889,15,1,"M","LJP",48614,"VIJAY KUMAR SHUKLA","H",0.495807327409159,0.180733481511416
"37489",52,"VAISHALI","GEN",213335,94671,1837,14,1,"M","JD(U)",38041,"BRISHIN PATEL","H",0.443766845571519,0.0194040413643037
"37503",53,"PARU","GEN",211675,105723,4016,13,1,"M","RJD",38076,"MITHILESH PRASAD YADAV","H",0.499459076414314,0.0379860579060375
"37516",54,"SAHEBGANJ","GEN",198966,101130,12600,9,1,"M","LJP",45474,"RAJU KUMAR SINGH","H",0.508277796206387,0.124592109166419
"37525",55,"BARURAJ","GEN",205391,98648,8143,11,1,"M","RJD",33788,"BRIJ KISHOR SINGH","H",0.4802936837544,0.0825460222204201
"37536",56,"KANTI","GEN",194781,102246,4168,16,1,"M","LJP",38987,"AJIT KUMAR","H",0.52492799605711,0.0407644308823817
"37552",57,"KURHANI","GEN",204245,103785,5952,16,1,"M","JD(U)",29531,"MANOJ KUMAR SINGH","H",0.508139734142819,0.0573493279375632
"37568",58,"SAKRA","SC",191593,96506,7347,9,1,"M","JD(U)",37685,"BILAT PASWAN","H",0.503703162432866,0.076129981555551
"37577",59,"MUZAFFARPUR","GEN",292547,130799,14820,25,1,"M","IND",50884,"VIJENDRA CHAUDHARY","H",0.447104225987619,0.113303618529194
"37602",60,"BOCHAHA","SC",221861,112254,17524,10,1,"M","RJD",50956,"RAMAI RAM","H",0.505965446833828,0.156110249968821
"37612",61,"GAIGHATTI","GEN",192713,89288,10892,14,1,"M","RJD",31969,"MAHESHWAR PASAD YADAV","H",0.463321104440282,0.121987277125706
"37626",62,"AURAI","GEN",181063,85099,31187,11,1,"M","JD(U)",52327,"ARJUN RAY","H",0.469996631006887,0.366479042056898
"37637",63,"MINAPUR","GEN",205536,97127,1857,23,1,"M","RJD",32849,"HIND KESHARI YADAV","H",0.472554686283668,0.0191192974147250
"37660",64,"RUNISAIDPUR","GEN",219504,99601,3776,10,1,"M","RJD",29924,"BHOLA RAI","H",0.453754829069174,0.0379112659511451
"37670",65,"BELSAND","GEN",184410,86739,7205,12,1,"F","LJP",28958,"SUNITA SINGH","H",0.470359524971531,0.0830652878174754
"37682",66,"SHEOHAR","GEN",214524,98762,5551,16,1,"M","RJD",26409,"AJIT KUMAR JHA","H",0.460377393671571,0.0562058281525283
"37698",67,"SITAMARHI","GEN",249148,108339,23764,16,1,"M","BJP",51447,"SUNIL KUMAR ALIAS PINTU","H",0.434837927657457,0.219348526384774
"37714",68,"BATHNAHA","GEN",219810,103259,4419,11,1,"F","LJP",30797,"NAGINA DEVI","H",0.469764796870024,0.0427953011359785
"37725",69,"MAJORGANJ","SC",192302,79656,7044,9,1,"M","BJP",29161,"DINKAR RAM","H",0.414223461014446,0.0884302500753239
"37734",70,"SONBARSA","GEN",209171,96936,8585,11,1,"M","RJD",37774,"DR. RAM CHANDRA PURBEY","H",0.463429442896004,0.0885635883469506
"37745",71,"SURSAND","GEN",205032,93778,7181,17,1,"M","RJD",26012,"JAI NANDAN PRASAD YADAV","H",0.45738226228101,0.0765744630936894
"37762",72,"PUPRI","GEN",224363,99393,3795,15,1,"M","JD(U)",35221,"SHAHID ALI KHAN","M",0.443000851299011,0.0381817633032507
"37777",73,"BENIPATTI","GEN",216576,95158,9143,10,1,"M","INC",31672,"YUGESHWAR JHA","H",0.439374630614657,0.096082305218689
"37787",74,"BISFI","GEN",213030,86668,1469,20,1,"M","IND",17942,"HARIBHUSHAN THAKUR","H",0.406834718114820,0.016949739234781
"37807",75,"HARLAKHI","GEN",206114,99083,6858,7,1,"M","CPI",38825,"RAM NARESH PANDEY","H",0.480719407706415,0.0692146987878849
"37814",76,"KHAJAULI","SC",205716,87627,9413,5,1,"M","BJP",35119,"RAM PRIT PASWAN","H",0.425961033658053,0.107421228616751
"37819",77,"BABUBARHI","GEN",188864,87362,6894,7,1,"M","RJD",38568,"UMA KANT YADAV","H",0.462565655709929,0.0789130285478812
"37826",78,"MADHUBANI","GEN",229458,100416,8683,9,1,"M","BJP",33007,"RAM DEO MAHTO","H",0.437622571450984,0.0864702836201402
"37835",79,"PANDAUL","GEN",213438,83360,11067,7,1,"M","RJD",32629,"NAIYAR AZAM","H",0.390558382293687,0.132761516314779
"37842",80,"JHANJHARPUR","GEN",202356,87239,16039,9,1,"M","JD(U)",38568,"NITISH MISHRA","H",0.431116448239736,0.183851259184539
"37851",81,"PHULPARAS","GEN",194066,82949,22667,10,1,"M","SP",41299,"DEO NATH YADAV","H",0.427426751723640,0.273264294928209
"37861",82,"LAUKAHA","GEN",185138,88022,1242,12,1,"M","RJD",20165,"ANIS AHMAD","M",0.475439942097246,0.0141101088364273
"37873",83,"MADHEPUR","GEN",218487,83521,6410,12,1,"M","IND",23445,"ROOP NARAYAN JHA","H",0.38226988333402,0.0767471653835562
"37885",84,"MANIGACHHI","GEN",201806,83842,4517,13,1,"M","JD(U)",32093,"PRABHAKAR CHOUDHARY","H",0.415458410552709,0.0538751461081558
"37898",85,"BAHERA","GEN",201457,87174,19065,7,1,"M","RJD",44681,"ABDUL BARI SIDDIQUI","M",0.432717651905866,0.218700529974534
"37905",86,"GHANSHYAMPUR","GEN",239579,100098,6380,7,1,"M","RJD",35110,"DR. MAHAVIR PRASAD","H",0.417807904699494,0.0637375372135307
"37912",87,"BAHERI","GEN",227349,102590,9086,10,1,"M","RJD",44770,"HAREKRISHNA YADAV","H",0.451244562324884,0.0885661370503948
"37922",88,"DARBHANGA RURAL","SC",195000,80814,10492,9,1,"M","RJD",34392,"PITAMBAR PASWAN","H",0.414430769230769,0.129828990026481
"37931",89,"DARBHANGA","GEN",213223,105587,14188,12,1,"M","BJP",43075,"SANJAY SARAWAGI","H",0.495195171252632,0.134372602687831
"37943",90,"KEOTI","GEN",234558,98300,4767,10,1,"M","BJP",39100,"ASHOK KUMAR YADAV","H",0.419086110897944,0.0484944048830112
"37953",91,"JALE","GEN",219368,80691,4698,10,1,"M","RJD",25597,"RAMNIWAS PRASAD","H",0.367833959374202,0.0582221065546343
"37963",92,"HAYAGHAT","GEN",188998,80807,6539,15,1,"M","RJD",23737,"HARINANDAN YADAV","H",0.427554788939565,0.0809212073211479
"37978",93,"KALYANPUR","GEN",226138,101724,3353,11,1,"M","RJD",36848,"ASHOK PRASAD VERMA","H",0.4498315188071,0.0329617396091385
"37989",94,"WARISNAGAR","SC",200992,91226,5829,9,1,"M","LJP",38147,"MAHESHWAR HAJARI","H",0.453878761343735,0.0638962576458466
"37998",95,"SAMASTIPUR","GEN",248442,108067,23237,9,1,"M","JD(U)",53202,"RAM NATH THAKUR","H",0.434978787805605,0.215024012880898
"38007",96,"SARAIRANJAN","GEN",246636,105075,9476,11,1,"M","RJD",38226,"RAM CHANDRA SINGH NISHAD","H",0.426032695956795,0.090183202474423
"38018",97,"MOHIUDDINNAGAR","GEN",244842,109919,24390,6,1,"M","LJP",53872,"AJAY KUMAR BULGANIN","H",0.448938499113714,0.221890664944186
"38024",98,"DALSINGHSARAI","GEN",234253,116417,14036,7,1,"M","LJP",52497,"SHEEL KUMAR ROY","H",0.496971223420831,0.120566583918156
"38031",99,"BIBHUTPUR","GEN",243716,121716,842,9,1,"M","CPM",50464,"RAM DEO VERMA","H",0.499417354625876,0.00691774294258766
"38040",100,"ROSERA","GEN",201119,100087,14922,8,1,"M","RJD",45906,"GAJENDRA PRASAD SINGH","H",0.497650644643221,0.149090291446442
"38048",101,"SINGHIA","SC",220861,91434,18541,9,1,"M","INC",35514,"DR. ASHOK KUMAR","H",0.413988888939197,0.202780147428746
"38057",102,"HASANPUR","GEN",187751,85769,6305,13,1,"M","RJD",31397,"SUNIL KUMAR PUSPAM","H",0.45682313276627,0.073511408550875
"38070",103,"BALIA","GEN",192528,93328,816,11,1,"M","RJD",28252,"SRINARAYAN YADAV","H",0.484750270090584,0.00874335676324361
"38081",104,"MATIHANI","GEN",194821,103951,27313,6,1,"M","IND",54016,"NARENDER KUMAR SINGH","H",0.533571842871148,0.262748795105386
"38087",105,"BEGUSARAI","GEN",230626,110825,3870,9,1,"M","BJP",32052,"BHOLA SINGH","H",0.480539921778117,0.0349199187908865
"38096",106,"BARAUNI","GEN",221099,103273,4919,8,1,"M","CPI",44451,"RAJENDRA PRASAD SINGH","H",0.467089403389432,0.0476310361856439
"38104",107,"BACHHWARA","GEN",204558,102183,8270,12,1,"M","IND",39328,"RAMDEO RAI","H",0.499530695450679,0.0809332276406056
"38116",108,"CHERIA BARIARPUR","GEN",193712,94467,506,11,1,"M","LJP",32741,"ANIL CHOUDHARY","H",0.487667258610721,0.00535636783215303
"38127",109,"BAKHRI","SC",186308,94373,14432,11,1,"M","CPI",33639,"RAM BINOD PASWAN","H",0.506542928913412,0.152925095101353
"38138",110,"RAGHOPUR_2","GEN",219182,120137,3499,11,1,"M","JD(U)",27601,"NIRAJ KUMAR SINGH ""BABLU""","H",0.548115264939639,0.0291250821978241
"38149",111,"KISHUNPUR","GEN",196004,99280,20493,9,1,"M","JD(U)",42696,"ANIRUDHA PRASAD YADAV","H",0.506520275096427,0.206416196615633
"38158",112,"SUPAUL","GEN",217214,110247,2078,11,1,"M","JD(U)",35498,"BIJENDRA PRASAD YADAV","H",0.50755015790879,0.0188485854490372
"38169",113,"TRIBENIGANJ","GEN",180186,90390,6862,9,1,"M","LJP",38606,"VISHWA MOHAN KUMAR","H",0.501648296760015,0.0759154773758159
"38178",114,"CHHATAPUR","SC",173115,82802,1443,11,1,"M","RJD",32303,"MAHENDRA NARAYAN SARDAR","H",0.478306328163360,0.0174271152870704
"38189",115,"KUMARKHAND","SC",189088,67654,5190,6,1,"M","RJD",27729,"AMIT KUMAR BHARTI","H",0.357791081401252,0.0767138676205398
"38195",116,"SINGHESHWAR","GEN",205490,84748,7016,9,1,"M","JD(U)",35006,"RAMESHWAR PRASAD YADAV","H",0.412419095819748,0.082786614433379
"38204",117,"SAHARSA","GEN",247200,114666,9406,12,1,"M","BJP",43638,"SANJIV KUMAR JHA","H",0.463859223300971,0.082029546683411
"38216",118,"MAHISHI","GEN",228483,101888,14928,12,1,"M","IND",40417,"SURENDRA YADAV","H",0.445932520143731,0.146513819095477
"38228",119,"SIMRI BAKHTIARPUR","GEN",207820,102785,22640,6,1,"M","JD(U)",52572,"DINESH CHANDRA YADAV","H",0.49458666153402,0.22026560295763
"38234",120,"MADHEPURA","GEN",227934,88380,10710,14,1,"M","JD(U)",30293,"MANINDRA KUMAR MANDAL","H",0.387743820579641,0.121181262729124
"38248",121,"SONABARSA","GEN",221120,100772,19957,9,1,"M","IND",50117,"KISHOR  KUMAR","H",0.455734442836469,0.198041122534037
"38257",122,"KISHANGANJ_1","GEN",180760,87157,14235,10,1,"F","JD(U)",33992,"RENU KUMARI","H",0.482169727815888,0.163325952017623
"38267",123,"ALAMNAGAR","GEN",194335,97751,10451,15,1,"M","JD(U)",24808,"NARENDRA NR. YADAV","H",0.503002547147966,0.106914507268468
"38282",124,"RUPAULI","GEN",178230,95592,6113,19,1,"M","LJP",25717,"SHANKER SINGH","H",0.536340683386635,0.0639488660138924
"38301",125,"DHAMDAHA","GEN",213470,105897,9303,14,1,"F","JD(U)",40587,"LESHI SINGH","H",0.496074389844006,0.0878495141505425
"38315",126,"BANMANKHI","SC",199974,89605,9646,13,1,"M","BJP",31723,"KRISHNA KUMAR RISHI","H",0.448083250822607,0.107650242731990
"38328",127,"RANIGANJ","SC",232309,112921,7288,14,1,"M","BJP",31468,"PARMANAND RISHIDEV","H",0.48608103861667,0.0645406965931935
"38342",128,"NARPATGANJ","GEN",228598,120451,369,15,1,"M","RJD",24949,"ANIL KUMAR YADAV","H",0.526911871494939,0.0030634863969581
"38357",129,"FORBESGANJ","GEN",235789,131336,7270,9,1,"M","BJP",63654,"LAXMI NARAYAN MEHTA","H",0.557006476129081,0.0553542060059694
"38366",130,"ARARIA","GEN",212279,114129,643,12,1,"M","BJP",32580,"PRADEEP KUMAR SINGH","H",0.537636789319716,0.00563397558902645
"38378",131,"SIKTI","GEN",252311,137676,8177,16,1,"M","IND",32887,"MURLIDHAR MANDAL","H",0.545659919702272,0.0593930677823295
"38394",132,"JOKIHAT","GEN",206807,108604,24584,5,1,"M","JD(U)",51804,"MANZAR ALAM","M",0.525146634301547,0.226363669846414
"38399",133,"BAHADURGANJ","GEN",202244,105442,28068,14,1,"M","IND",43524,"MD. TOUSHIF ALAM","M",0.521360337018651,0.266193736841107
"38413",134,"THAKURGANJ","GEN",232988,131127,179,10,1,"M","INC",27560,"MD. JAWAID","M",0.562805809741274,0.00136508880703440
"38423",135,"KISHANGANJ_2","GEN",234099,122949,2004,15,1,"M","RJD",35220,"AKHTARUL IMAN","M",0.525200876552228,0.0162994412317302
"38438",136,"AMOUR","GEN",201956,115787,22636,12,1,"M","INC",48009,"ABDUL JALIL MASTAN","M",0.573327853591872,0.19549690379749
"38450",137,"BAISI","GEN",184541,96186,3945,11,1,"M","RJD",26913,"ABDUS SUBHAN","M",0.521217507220618,0.0410142848231551
"38461",138,"KASBA","GEN",227263,125505,4028,22,1,"M","SP",33749,"MD. AFAQUE ALAM","M",0.552245636113226,0.0320943388709613
"38483",139,"PURNIA","GEN",230411,115583,1174,26,1,"M","BJP",30006,"RAJ KISHORE KESHRI","H",0.501638376640004,0.0101572030488913
"38509",140,"KORHA","SC",201236,107703,25445,14,1,"F","INC",52930,"SUNITA DEVI","H",0.535207418155797,0.236251543596743
"38523",141,"BARARI","GEN",185669,103395,472,28,1,"M","NCP",18542,"MUHAMMAD SAKUR","M",0.556878100275221,0.00456501765075681
"38551",142,"KATIHAR","GEN",237251,123722,6731,27,1,"M","RJD",33064,"RAM PRAKASH MAHTO","H",0.521481468992754,0.0544042288356153
"38578",143,"KADWA","GEN",202350,110253,20766,32,1,"M","NCP",35289,"ABDUL ZALIL","M",0.544862861378799,0.188348616364181
"38610",144,"BARSOI","GEN",219542,121985,20840,21,1,"M","CPI(ML)(L)",45451,"MAHBUB  ALAM","M",0.555634001694437,0.170840677132434
"38631",145,"PRANPUR","GEN",183685,108099,11416,22,1,"M","RJD",24993,"MAHENDRA NARAYAN YADAV","H",0.58850205514876,0.105606897381104
"38653",146,"MANIHARI","GEN",164514,86387,5420,25,1,"M","INC",21149,"MUBARAQUE HUSSAIN","M",0.525104246447111,0.0627409216664544
"38678",147,"PIRPAINTI","GEN",227757,120404,2728,12,1,"M","RJD",28085,"SHOBHA KANT MANDAL","H",0.528651150129305,0.0226570545829042
"38690",148,"COLGONG","GEN",249383,133609,29561,13,1,"M","INC",51152,"SADANAND SINGH","H",0.535758251364367,0.221250065489600
"38703",149,"NATHNAGAR","GEN",250313,119467,3312,9,1,"F","JD(U)",37784,"SUDHA SRIVASTAVA","H",0.477270457387351,0.0277231369332117
"38712",150,"BHAGALPUR","GEN",265867,116714,20210,11,1,"M","BJP",53765,"ASHWANI KUMAR CHUBEY","H",0.438993933056754,0.173158318625015
"38723",151,"GOPALPUR","GEN",213165,113568,13132,11,1,"M","RJD",54338,"AMIT RANA","H",0.532770389135177,0.115631163708087
"38734",152,"BIHPUR","GEN",185381,103431,25210,11,1,"M","RJD",49115,"SHALAISH KUMAR ALIAS BULO MANDAL","H",0.557937436954165,0.243737370807592
"38745",153,"SULTANGANJ","SC",254775,115841,6320,7,1,"M","JD(U)",50827,"SUDHANSHU SHEKHAR BHASKAR","H",0.454679619271907,0.0545575400764841
"38752",154,"AMARPUR","GEN",221822,109332,6319,21,1,"M","RJD",31428,"SURENDRA PRASAD SINGH","H",0.49288167990551,0.057796436541909
"38773",155,"DHURAIYA","SC",215375,113422,9791,11,1,"M","JD(U)",47625,"BHUDEO CHOUDHARY","H",0.526625652930934,0.0863236409162244
"38784",156,"BANKA","GEN",203192,104720,1904,16,1,"M","RJD",30886,"JAWED IQBAL ANSARI","M",0.515374621048073,0.0181818181818182
"38800",157,"BELHAR","GEN",188675,91557,10505,19,1,"M","RJD",25405,"RAMDEO YADAV","H",0.485263018417914,0.114737267494566
"38819",158,"KATORIA","GEN",214326,112772,789,10,1,"M","LJP",27356,"RAJKISHORE PRASAD ALIAS PAPPU YADAV","H",0.526170413295634,0.00699641755045579
"38829",159,"CHAKAI","GEN",217234,104693,4619,10,1,"M","LJP",27948,"ABHAY SINGH","H",0.481936529272582,0.044119473126188
"38839",160,"JHAJHA","GEN",192069,93221,4930,14,1,"M","JD(U)",26184,"DAMODAR RAWAT","H",0.485351618428794,0.0528850795421632
"38853",161,"TARAPUR","GEN",192262,92790,5814,12,1,"M","RJD",34643,"SHAKUNI CHOUDHARY","H",0.482622671146664,0.0626576139670223
"38865",162,"KHARAGPUR","GEN",235391,105151,37061,8,1,"F","RJD",58052,"SHANTI DEVI","H",0.446707818055915,0.352455040846021
"38873",163,"PARBATTA","GEN",210871,107451,1918,12,1,"M","JD(U)",47932,"RAMANAND PRASAD SINGH","H",0.509557976203461,0.0178499967427013
"38885",164,"CHAUTHAM","GEN",208323,103866,4667,9,1,"F","LJP",28691,"SUNITA SHARMA","H",0.49858152964387,0.0449328943061252
"38894",165,"KHAGARIA","GEN",218249,105037,9021,10,1,"F","LJP",40317,"POONAM DEVI (YADAV)","H",0.481271391850593,0.0858840218208822
"38904",166,"ALAULI","SC",196551,95578,9711,10,1,"M","LJP",39951,"PASHUPATI  KUMAR  PARAS","H",0.486275826630238,0.101602879323694
"38914",167,"MONGHYR","GEN",238011,109509,39542,11,1,"M","JD(U)",63222,"DR. MONAZIR HASSAN","M",0.460100583586473,0.361084477074944
"38925",168,"JAMALPUR","GEN",221407,92681,21550,13,1,"M","JD(U)",45536,"SHAILESH KUMAR","H",0.418600134593757,0.232517991821409
"38938",169,"SURYAGARHA","GEN",235659,91079,5239,14,1,"M","RJD",33856,"PRAHLAD YADAV","H",0.386486406205577,0.0575214923308337
"38952",170,"JAMUI","GEN",248526,129135,22073,10,1,"M","RJD",63611,"VIJAY PRAKASH","H",0.519603582723739,0.170929647268363
"38962",171,"SIKANDRA","SC",235746,116049,31189,13,1,"M","LJP",64122,"RAMESHWAR PASWAN","H",0.492262859178947,0.268757162922559
"38975",172,"LAKHISARAI","GEN",255901,90484,1448,16,1,"M","BJP",27554,"VIJAY KUMAR SINHA","H",0.35358986483054,0.0160028292294770
"38991",173,"SHEIKHPURA","GEN",229581,85639,16413,12,1,"F","INC",32198,"SUNILA DEVI","H",0.373023028909187,0.191653335513026
"39003",174,"BARBIGHA","SC",200885,74123,12971,10,1,"M","INC",40319,"ASHOK CHAUDHARY","H",0.368982253528138,0.174992917178204
"39013",175,"ASTHAWAN","GEN",208538,77412,3211,13,1,"M","JD(U)",31387,"JITENDRA  KUMAR","H",0.371212920426973,0.0414793572056012
"39026",176,"BIHAR","GEN",293908,127735,31813,10,1,"M","JD(U)",74752,"DR. SUNIL KUMAR","H",0.434608789144902,0.249054683524484
"39036",177,"RAJGIR","SC",203373,70475,9710,15,1,"M","BJP",29324,"SATYADEO NARAIN ARYA","H",0.34653075875362,0.137779354380986
"39051",178,"NALANDA","GEN",200226,84629,6070,16,1,"M","JD(U)",33115,"SHARWAN KUMAR (VILL-BEN)","H",0.422667385853985,0.0717248224603859
"39067",179,"ISLAMPUR","GEN",230776,96339,20060,13,1,"M","JD(U)",40749,"RAMSWAROOP PRASAD","H",0.417456754601865,0.208223045703194
"39080",180,"HILSA","GEN",214529,89991,6172,17,1,"M","JD(U)",34698,"RAMCHARITRA PRASAD SINGH","H",0.41948174838833,0.0685846362414019
"39097",181,"CHANDI","GEN",174723,69523,13523,11,1,"M","JD(U)",32767,"HARINARAYAN SINGH","H",0.397904111078679,0.194511168965666
"39108",182,"HARNAUT","GEN",202945,78514,34947,16,1,"M","JD(U)",45909,"SUNIL KUMAR","H",0.386873290793072,0.44510533153323
"39124",183,"MOKAMA","GEN",214847,96841,1869,12,1,"M","JD(U)",35783,"ANANT  KUMAR SINGH","H",0.450744017835948,0.0192996767897894
