"","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent"
"18863",53,"PARU","GEN",177037,131365,14019,32,1,"M","IND",48200,"VIRENDRA KUMAR SINGH","H",0.742020029711303,0.106717923343356
"18895",54,"SAHEBGANJ","GEN",166100,120558,8048,24,1,"M","JD",52599,"RAM BICHAR RAI","H",0.725815773630343,0.0667562501036845
"18919",55,"BARURAJ","GEN",166358,130603,8284,10,1,"M","JD",57747,"SHASHI KU. RAI","H",0.785071953257433,0.0634288645743206
"18929",56,"KANTI","GEN",147123,81961,5683,33,1,"M","JD",20149,"NALINI RANJAN SINGH","H",0.557091685188584,0.0693378558094704
"18962",57,"KURHANI","GEN",158639,120104,14192,24,1,"M","IND",44301,"SADHU SHARAN SHAHI","H",0.757089996785154,0.118164257643376
"18986",58,"SAKRA","SC",148050,93761,15605,17,1,"M","JD",44863,"KAMAL PASWAN","H",0.633306315433975,0.166433805100202
"19003",59,"MUZAFFARPUR","GEN",207753,130996,53316,34,1,"M","INC",82918,"RAGHUNATH PANDEY","H",0.630537224492546,0.407004794039513
"19037",60,"BOCHAHA","SC",156621,103728,38426,6,1,"M","JD",66280,"RAMAI RAM","H",0.66228666653897,0.370449637513497
"19043",61,"GAIGHATTI","GEN",160771,121506,25675,12,1,"M","IND",55409,"MAHESHWAR PR. YADAV","H",0.75577063027536,0.211306437542179
"19055",62,"AURAI","GEN",155251,119799,27848,9,1,"M","JD",65604,"GANESH PRASAD YADAV","H",0.771647203560686,0.232456030517784
"19064",63,"MINAPUR","GEN",153681,114976,13555,17,1,"M","JD",46600,"HIND KESHRI YADAV","H",0.748147135950443,0.117894169217924
"19081",64,"RUNISAIDPUR","GEN",173950,123694,362,21,1,"M","JD",38679,"NAWAL KISHOR SAHI","H",0.71108939350388,0.00292657687519201
"19102",65,"BELSAND","GEN",142230,89953,2405,8,1,"M","INC",35868,"DIGVIJAY PRATAP SINGH","H",0.632447444280391,0.0267361844518804
"19110",66,"SHEOHAR","GEN",167690,121520,31192,18,1,"M","JD",74616,"RAGHUNATH JHA","H",0.724670522988848,0.256682027649770
"19128",67,"SITAMARHI","GEN",188289,119418,6086,33,1,"M","JD",23059,"SHAHID ALI KHAN","M",0.634227172059972,0.0509638412969569
"19161",68,"BATHNAHA","GEN",172830,120928,42432,21,1,"M","JD",57227,"SURYADEO RAI","H",0.699693340276572,0.350886477904207
"19182",69,"MAJORGANJ","SC",143125,86928,8816,14,1,"M","JD",33574,"GAURI SHANKAR NAGDANSH","H",0.607357205240175,0.101417264862875
"19196",70,"SONBARSA","GEN",156222,116792,8962,18,1,"M","JD",52780,"RAM JIWAN PRASAD","H",0.747602770416459,0.0767347078567025
"19214",71,"SURSAND","GEN",162988,111416,2202,20,1,"M","INC",42035,"RAVINDRA PRASAD SAHI","H",0.683584067538714,0.0197637682200043
"19234",72,"PUPRI","GEN",178675,115034,9760,15,1,"M","JD",43400,"SITA RAM YADAV","H",0.643816986148034,0.0848444807622094
"19249",73,"BENIPATTI","GEN",159556,107476,14512,11,1,"M","INC",55147,"YUGESHWAR JHA","H",0.673594223971521,0.135025494063791
"19260",74,"BISFI","GEN",173142,126752,27112,11,1,"M","INC",70058,"SHAKIL AHMAD","M",0.732069630707743,0.213898005554153
"19271",75,"HARLAKHI","GEN",151319,95552,6020,17,1,"F","INC",40412,"VIN VADANI DEVI","H",0.63146068900799,0.0630023442732753
"19288",76,"KHAJAULI","SC",161004,95386,1082,17,1,"M","INC",27857,"VILAT PASWAN 'VIHANGAM'","H",0.592444908201038,0.0113433837250750
"19305",77,"BABUBARHI","GEN",146466,99853,19013,20,1,"M","JD",44834,"DEO NARAYAN YADAV","H",0.681748665219232,0.190409902556758
"19325",78,"MADHUBANI","GEN",179781,97986,9889,32,1,"M","IND",31435,"RAJ KUMAR MAHASETH","H",0.545029786239925,0.100922580776846
"19357",79,"PANDAUL","GEN",171545,111500,3419,26,1,"M","INC",54321,"KUMUD RANJAN JHA","H",0.649975225159579,0.0306636771300448
"19383",80,"JHANJHARPUR","GEN",157952,114853,44706,20,1,"M","INC",77630,"JAGANNATH MISHRA","H",0.72713862439222,0.389245383228997
"19403",81,"PHULPARAS","GEN",165683,110228,5157,21,1,"M","JD",32325,"RAM KUMAR YADAV","H",0.665294568543544,0.0467848459556556
"19424",82,"LAUKAHA","GEN",151001,102889,3460,25,1,"M","CPI",20784,"LAL BIHARI YADAV","H",0.681379593512626,0.0336284734033765
"19449",83,"MADHEPUR","GEN",167235,102042,22140,13,1,"M","JD",55924,"ROOP NARAYAN JHA","H",0.610171315813077,0.216969483153995
"19462",84,"MANIGACHHI","GEN",147979,112923,26493,22,1,"M","INC",65390,"MADAN MOHAN CHAUDHARY","H",0.763101521161786,0.234611195239234
"19484",85,"BAHERA","GEN",155640,127109,15007,14,1,"M","INC",58077,"MAHENDRA JHA AZAD","H",0.816685941917245,0.118064023790605
"19498",86,"GHANSHYAMPUR","GEN",181543,148901,12714,11,1,"M","JD",78082,"MAHAVIR PRASAD","H",0.820196867959657,0.0853855917690277
"19509",87,"BAHERI","GEN",168341,134868,8555,25,1,"M","INC",46020,"MOHAN CHOUDHARY","H",0.801159551149156,0.0634323931547884
"19534",88,"DARBHANGA RURAL","SC",144268,95371,19199,15,1,"M","JD",47941,"JAGDISH CHAUDHARY","H",0.661068289572185,0.201308573885143
"19549",89,"DARBHANGA","GEN",166269,99083,24443,45,1,"M","JD",40774,"KAMESHWAR PURVE","H",0.595919864797407,0.246692167172976
"19594",90,"KEOTI","GEN",174393,117371,19493,34,1,"M","JD",40110,"GULAM SARVAR","M",0.673025866863922,0.166080207206209
"19628",91,"JALE","GEN",161648,102840,5479,25,1,"M","INC",36931,"VIJAY KUMAR MISHRA","H",0.636197169157676,0.0532769350447297
"19653",92,"HAYAGHAT","GEN",137757,96258,382,21,1,"M","JD",27434,"KAFIL AHMAD","M",0.698752150525926,0.00396850131937086
"19674",93,"KALYANPUR","GEN",165651,109583,2013,16,1,"M","INC",34977,"DILIP KUMAR RAI","H",0.661529359919348,0.0183696376262741
"19690",94,"WARISNAGAR","SC",144068,91428,6760,6,1,"M","JD",47834,"PITAMBER PASWAN","H",0.634616986423078,0.0739379621122632
"19696",95,"SAMASTIPUR","GEN",189775,108340,22498,35,1,"M","JD",46002,"ASHOK SINGH","H",0.570886576208668,0.207661067011261
"19731",96,"SARAIRANJAN","GEN",178261,120274,3742,19,1,"M","JD",40541,"RAM BILASH MISHRA","H",0.674707311189772,0.0311122935962885
"19750",97,"MOHIUDDINNAGAR","GEN",185281,142343,52714,22,1,"M","JD",78169,"RAM CHANDRA RAI","H",0.768254705015625,0.370330820623424
"19772",98,"DALSINGHSARAI","GEN",175366,114216,20033,23,1,"M","INC",47902,"VIJAY KUMAR CHAUDHARY","H",0.651300708233067,0.175395741402255
"19795",99,"BIBHUTPUR","GEN",186317,131048,5072,15,1,"M","CPM",60715,"RAMDEO VERMA","H",0.703360401895694,0.0387033758622795
"19810",100,"ROSERA","SC",164063,115159,7477,23,1,"M","JD",56232,"GAJENDRA PRASAD SINGH","H",0.701919384626637,0.0649276218098455
"19833",101,"SINGHIA","SC",158397,106496,25279,9,1,"M","INC",54948,"ASHOK KUMAR","H",0.672335965958951,0.237370417668269
"19842",102,"HASANPUR","GEN",145829,95773,28010,20,1,"M","JD",57673,"GAHENDRA PRASAD HIMANSHU","H",0.6567486576744,0.292462385014566
"19862",103,"BALIA","GEN",160525,100723,27014,25,1,"M","JD",42274,"SRI NARAYAN YADAV","H",0.627459897212272,0.268200907439214
"19887",104,"MATIHANI","GEN",156953,92076,8520,12,1,"M","CPI",38861,"RAJENDRA RAJAN","H",0.586646958006537,0.0925322559624658
"19899",105,"BEGUSARAI","GEN",165831,96541,2931,20,1,"M","CPM",38754,"BASUDEV SINGH","H",0.58216497518558,0.0303601578603909
"19919",106,"BARAUNI","GEN",176634,99666,12156,18,1,"M","CPI",46247,"SHIVDANI SINGH","H",0.564251503108122,0.121967371019204
"19937",107,"BACHHWARA","GEN",159890,93096,12727,19,1,"M","CPI",41555,"AWADHESH RAI","H",0.582250297079242,0.136708344074933
"19956",108,"CHERIA BARIARPUR","GEN",149988,96403,39486,13,1,"M","JD",55601,"RAM JIWAN SINGH","H",0.642738085713524,0.409593062456563
"19969",109,"BAKHRI","SC",141640,79146,15919,12,1,"M","CPI",39491,"RAM VINOD PASWAN","H",0.558782829709122,0.201134611982918
"19981",110,"RAGHOPUR_2","GEN",180934,124612,3054,17,1,"M","INC",52779,"AMRENDRA MISHRA","H",0.688715222125195,0.0245080730587744
"19998",111,"KISHUNPUR","GEN",166671,122929,17014,12,1,"M","JD",40062,"VINAYAK PD. YADAV","H",0.737554823574587,0.138405095624303
"20010",112,"SUPAUL","GEN",184284,137766,4256,30,1,"M","JD",48140,"VIJENDRA PD. YADAV","H",0.747574396040893,0.0308929634307449
"20040",113,"TRIBENIGANJ","GEN",139771,108803,29205,11,1,"M","JD",67159,"ANOOP LAL YADAV","H",0.7784375871962,0.268420907511741
"20051",114,"CHHATAPUR","SC",141851,98116,24023,7,1,"M","JD",57721,"YOGENDRA NR. SARDAR","H",0.691683527081233,0.244842839088426
"20058",115,"KUMARKHAND","SC",151465,99380,34376,12,1,"M","JD",58254,"NAWAL KISHOR BHARTI","H",0.65612517743373,0.345904608573154
"20070",116,"SINGHESHWAR","GEN",177760,126165,21378,11,1,"M","IND",57759,"RAJESH RANJAN","H",0.709749099909991,0.169444774699798
"20081",117,"SAHARSA","GEN",176168,130828,30945,17,1,"M","JD",76049,"SHANKAR PRASAD TEKRIWAL","H",0.742632033059352,0.236531935059773
"20098",118,"MAHISHI","GEN",178238,138934,62025,16,1,"M","JD",97032,"ANAND MOHAN","H",0.779485855990305,0.446434997912678
"20114",119,"SIMRI BAKHTIARPUR","GEN",173404,148003,47068,8,1,"M","JD",94402,"DINESH CHANDER YADAV","H",0.853515489838758,0.318020580663905
"20122",120,"MADHEPURA","GEN",185380,135300,43321,14,1,"M","JD",68905,"RADHA KANT YADAV","H",0.729852195490344,0.320184774575018
"20136",121,"SONABARSA","GEN",172813,130600,11388,15,1,"M","JD",52718,"ASHOK KUMAR SINGH","H",0.75573018233582,0.087197549770291
"20151",122,"KISHANGANJ_1","GEN",142960,101065,6128,16,1,"M","JD",30325,"RAVINDER CHARAN YADAV","H",0.706945998880806,0.0606342452876861
"20167",123,"ALAMNAGAR","GEN",152271,100149,1213,10,1,"M","JD",30948,"BIRENDRA 'KUMAR SINGH'","H",0.65770238587781,0.0121119531897473
"20177",124,"RUPAULI","GEN",144556,90514,627,30,1,"M","IND",20789,"SARYUG MANDAL","H",0.62615180276156,0.0069271051991957
"20207",125,"DHAMDAHA","GEN",158817,111288,12427,18,1,"M","INC",48966,"AMARNATH TIWARI","H",0.700731030053458,0.111665228955503
"20225",126,"BANMANKHI","SC",161110,94997,8366,22,1,"M","BJP",32414,"CHUNNI LAL RAJ BANSHI","H",0.58964061821116,0.0880659389243871
"20247",127,"RANIGANJ","SC",160450,100844,3776,16,1,"F","JD",36950,"SHANTI DEVI","H",0.62850732315363,0.0374439728689858
"20263",128,"NARPATGANJ","GEN",163780,94098,6569,17,1,"M","JD",27565,"DAYANAND YADAV","H",0.574539015752839,0.0698101978788072
"20280",129,"FORBESGANJ","GEN",166577,96640,1941,28,1,"M","BJP",15777,"MAYANAND THAKUR","H",0.580152121841551,0.0200848509933775
"20308",130,"ARARIA","GEN",147962,93716,223,18,1,"M","IND",15859,"VINOD KU. ROY","H",0.633378840513105,0.00237952964275044
"20326",131,"SIKTI","GEN",181938,114866,17426,21,1,"M","JD",38726,"MD. AZIMUDDIN","M",0.631346942364981,0.151707206658193
"20347",132,"JOKIHAT","GEN",143433,92925,894,18,1,"M","INC",23292,"MOIDUR RAHMAN","M",0.647863462383134,0.00962066182405165
"20365",133,"BAHADURGANJ","GEN",143927,74613,21936,10,1,"M","JD",43794,"ISLAMUDIN 'BAGI'","M",0.518408637712173,0.293997024647179
"20375",134,"THAKURGANJ","GEN",171134,90175,15304,11,1,"M","JD",34749,"MD. SULEMAN","M",0.52692626830437,0.169714444136401
"20386",135,"KISHANGANJ_2","GEN",172395,96975,18686,23,1,"M","JD",42068,"MD. MUSTAQUE MUNNA","M",0.562516314278256,0.192688837329209
"20409",136,"AMOUR","GEN",145539,104827,24555,11,1,"M","INC",44683,"A. JALIL","M",0.72026741972942,0.234243086227785
"20420",137,"BAISI","GEN",127101,83740,5858,14,1,"M","JD",22186,"A. SUBHAN","M",0.65884611450736,0.069954621447337
"20434",138,"KASBA","GEN",164295,112610,46869,20,1,"M","JD",62556,"SHIV CHARAN MEHTA","H",0.685413433153778,0.416206375987923
"20454",139,"PURNIA","GEN",165990,96832,26023,39,1,"M","CPM",38144,"AJIT SARKAR","H",0.583360443400205,0.268743803701256
"20493",140,"KORHA","SC",142268,85813,30257,12,1,"M","JD",46241,"SITA RAM DAS","H",0.603178508167683,0.352592264575297
"20505",141,"BARARI","GEN",137931,89013,6957,30,1,"M","IND",32796,"PREM NATH JAISWAL","H",0.645344411336103,0.0781571231168481
"20535",142,"KATIHAR","GEN",175231,112990,62963,30,1,"M","JD",78275,"RAM PRAKASH MAHTO","H",0.644805998938544,0.55724400389415
"20565",143,"KADWA","GEN",139039,86313,2665,22,1,"M","IND",23145,"ABDUL JALIL","M",0.620782658103122,0.0308759978218808
"20587",144,"BARSOI","GEN",150116,87432,19968,16,1,"M","JD",35463,"SDDIQUE","M",0.582429587785446,0.228383200658798
"20603",145,"PRANPUR","GEN",132724,71249,22425,18,1,"M","JD",41043,"MAHENDRA NATH YADAV","H",0.536820770923119,0.314741259526449
"20621",146,"MANIHARI","GEN",123642,80730,9518,18,1,"M","JD",30974,"BISHWANATH SINGH","H",0.652933469209492,0.117899170073083
"20639",147,"RAJMAHAL","GEN",167010,94358,3989,20,1,"M","INC",38160,"RAGHU NATH PRASAD SODANI","H",0.564984132686665,0.0422751647978974
"20659",148,"BORIO","ST",145779,69338,7963,25,1,"M","JMM",20065,"LOBIN HEMBROM","H",0.475637780475926,0.114843231705558
"20684",149,"BARHAIT","ST",129634,84593,1394,12,1,"M","JMM",38946,"HEM LAL MURMU","H",0.652552571084746,0.0164789048739257
"20696",150,"LITIPARA","ST",119279,58717,17100,15,1,"F","JMM",27736,"SHUSHILA HASDA","H",0.492266031740709,0.291227412844662
"20711",151,"PAKAUR","GEN",143998,86446,5976,16,1,"M","BJP",26211,"BENI PRASAD GUPTA","H",0.60032778233031,0.0691298614163755
"20727",152,"MAHESHPUR","ST",129166,63330,1130,12,1,"M","INC",16606,"KALI DAS MURMU","H",0.490299304770605,0.0178430443707564
"20739",153,"SIKARIPARA","ST",144344,64561,19305,20,1,"M","JMM",27799,"NALIN SOREN","H",0.447271795156016,0.299019531915553
"20759",154,"NALA","GEN",148245,85936,5163,13,1,"F","INC",31241,"RAJ KUMARI HIMMATSINGHKA","H",0.57968902829775,0.0600795941165519
"20772",155,"JAMTARA","GEN",141677,88173,3055,19,1,"M","INC",32336,"FURKAN ANSARI","M",0.622352251953387,0.0346477946763749
"20791",156,"SARATH","GEN",152276,98901,16834,23,1,"M","INC",44887,"UDAY SHANKER SINGH","H",0.64948514539389,0.170210614655059
"20814",157,"MADHUPUR","GEN",175723,103093,16977,20,1,"M","INC",46397,"KRISHANAND JHA","H",0.586679034616982,0.164676554179236
"20834",158,"DEOGHAR","SC",186044,79270,2629,12,1,"M","INC",25633,"BAIDYANATH DAS","H",0.426082002107028,0.0331651318279299
"20846",159,"JARMUNDI","GEN",138436,82041,10720,19,1,"M","IND",24392,"JAWAHAR PD. SINGH","H",0.592627640209194,0.130666374130008
"20865",160,"DUMKA","ST",151067,67434,12669,16,1,"M","JMM",31608,"STEPHEN MARANDI","H",0.4463847167151,0.187872586529051
"20881",161,"JAMA","ST",134102,63517,19240,18,1,"M","JMM",30559,"MOHRIL MURMU","H",0.473646925474639,0.302911031692303
"20899",162,"POREYAHAT","GEN",166169,103685,17106,24,1,"M","JMM",39944,"SURAJ MANDAL","H",0.623973183927207,0.164980469691855
"20923",163,"GODDA","GEN",166524,112209,2802,22,1,"M","JMM",31793,"SUMRAT MANDAL","H",0.673830799164085,0.0249712589899206
"20945",164,"MAHAGAMA","GEN",169180,114692,820,21,1,"M","JD",32703,"FAIAZ BHAGALPURI","M",0.677928833195413,0.00714958323161162
"20966",165,"PIRPAINTI","GEN",168640,106409,28478,12,1,"M","CPI",57656,"AMBIKA PRASAD","H",0.630983159392789,0.267627738255223
"20978",166,"COLGONG","GEN",180416,124817,2964,12,1,"M","JD",46414,"MAHESH PRASAD MANDAL","H",0.691828884356155,0.023746765264347
"20990",167,"NATHNAGAR","GEN",170432,107755,9097,27,1,"F","JD",26877,"SUDHA SRIVASTAVA","H",0.632246291776192,0.0844229966126862
"21017",168,"BHAGALPUR","GEN",177012,96633,22137,32,1,"M","BJP",41000,"BIJAY KUMAR MITRA","H",0.545912141549725,0.229083232436124
"21049",169,"GOPALPUR","GEN",171275,112082,1793,13,1,"M","BJP",29137,"GYANESHWAR YADAV","H",0.654397898117063,0.0159972163237630
"21062",170,"BIHPUR","GEN",150701,96877,3067,14,1,"M","JNP(JP)",27336,"BRAHMADEO MANDAL","H",0.642842449618782,0.0316587012397163
"21076",171,"SULTANGANJ","SC",189170,99540,9246,16,1,"M","JD",38593,"FANINDRA CHOUDHARY","H",0.52619337104192,0.0928872814948764
"21092",172,"AMARPUR","GEN",170314,107118,7127,26,1,"M","IND",36466,"MADHO MANDAL","H",0.628944185445706,0.0665341025784649
"21118",173,"DHURAIYA","SC",163356,99547,4907,13,1,"M","CPI",32849,"NARESH DAS","H",0.609386860598937,0.0492932986428521
"21131",174,"BANKA","GEN",158146,95409,3751,25,1,"M","BJP",19696,"RAM NARAYAN MANDAL","H",0.60329695344808,0.0393149493234391
"21156",175,"BELHAR","GEN",143692,84805,1254,19,1,"M","INC",24784,"CHANDRA MOULESHWAR SINGH LALAN","H",0.590185953288979,0.0147868639820765
"21175",176,"KATORIA","GEN",166212,92567,380,22,1,"M","INC",17239,"SURESH PRASAD YADAV","H",0.556921281255264,0.00410513465921981
"21197",177,"CHAKAI","GEN",150998,103220,17131,19,1,"M","JD",48326,"NARENDRA SINGH","H",0.68358521304918,0.165965898081767
"21216",178,"JHAJHA","GEN",134319,83155,10421,17,1,"M","JD",40907,"SHIV NANDAN JHA","H",0.619085907429329,0.12532018519632
"21233",179,"TARAPUR","GEN",165603,114508,21633,21,1,"M","INC",47303,"SHAKUNI CHOUDHARY","H",0.691460903486048,0.188921298075244
"21254",180,"KHARAGPUR","GEN",183718,123090,17112,21,1,"M","JD",43086,"JAI PRAKASH N. YADAV","H",0.669994230287724,0.139020229100658
"21275",181,"PARBATTA","GEN",169285,107866,4038,30,1,"M","JD",30725,"VIDYASAGAR NISHAD","H",0.637185810910595,0.0374353364359483
"21305",182,"CHAUTHAM","GEN",167173,104645,13358,18,1,"M","CPI",33123,"SATYA NARAIN SINGH","H",0.625968308279447,0.127650628314779
"21323",183,"KHAGARIA","GEN",158563,98276,19402,21,1,"M","IND",35504,"RANVEER YADAV","H",0.61979150243121,0.197423582563393
"21344",184,"ALAULI","SC",137854,85453,28191,13,1,"M","JD",45542,"PASUPATI KR. PARAS","H",0.619880453233131,0.329900647139363
"21357",185,"MONGHYR","GEN",197585,139584,19769,23,1,"M","JD",65545,"RAMDEO SINGH YADAV","H",0.706450388440418,0.141627980284273
"21380",186,"JAMALPUR","GEN",184737,107224,31512,24,1,"M","JD",48469,"UPENDRA PRASAD VERMA","H",0.5804143187342,0.293889427740058
"21404",187,"SURYAGARHA","GEN",175076,119505,8348,39,1,"M","CPI",37853,"SATISH KUMAR","H",0.682589275514634,0.0698548177900506
"21443",188,"JAMUI","GEN",178879,122574,24117,32,1,"M","INC",41412,"SUSHIL KUMAR SINGH","H",0.685234152695397,0.196754613539576
